Matricula,Nome,Sobrenome,Telefone,Email,Endereco,Sexo,Curso
11259,Harvey,Hooper,8-682-341-8803,Harvey_Hooper5078@womeona.net,"Arbutus   Walk, 1234",M,Mathematics
11260,Benjamin,Janes,5-752-876-7712,Benjamin_Janes3229@grannar.com,"Thomas More   Alley, 9964",M,Accounting
11261,Martha,Rogers,1-820-682-2777,Martha_Rogers1801@corti.com,"Charnwood   Crossroad, 3791",F,Economics
11262,Elise,Johnson,1-811-816-1763,Elise_Johnson1313@sheye.org,"Norland  Lane, 3069",F,Sociology
11263,Claire,Sinclair,0-341-071-5827,Claire_Sinclair266@kideod.biz,"Chambers  Road, 1279",F,Language Arts
11264,Clint,Ralph,8-130-688-0627,Clint_Ralph9888@iatim.tech,"Enderby   Avenue, 6711",M,Latin
11265,Meredith,Moreno,7-350-248-1441,Meredith_Moreno9643@acrit.org,"Blore  Boulevard, 927",F,Basic Math
11266,Mackenzie,Amstead,2-880-775-4773,Mackenzie_Amstead9826@muall.tech,"Yoakley Rue, 7208",F,Ancient Civilizations
11267,Bart,Hood,2-750-201-5853,Bart_Hood2854@infotech44.tech,"Ampton  Avenue, 6795",M,Ecology
11268,Nate,Harris,5-568-685-3184,Nate_Harris2044@muall.tech,"Caedmon  Vale, 3435",M,Earth Science
11269,Molly,Faulkner,7-106-641-0787,Molly_Faulkner7055@nanoff.biz,"Charterhouse  Vale, 8555",F,Earth Science
11270,Bob,Eagle,7-670-243-3086,Bob_Eagle9456@qater.org,"Bempton   Avenue, 6853",M,Handwriting
11271,Tyson,Turner,2-054-448-4886,Tyson_Turner8567@nickia.com,"Endsleigh  Avenue, 2425",M,Mathematics
11272,Denis,Vallory,7-816-266-1657,Denis_Vallory1098@zorer.org,"Bayberry Rue, 2004",M,Resource Program
11273,Molly,Harvey,0-800-160-3653,Molly_Harvey5854@iatim.tech,"Dunstans  Alley, 5216",F,German
11274,Jayden,Quinn,1-386-747-0048,Jayden_Quinn4488@qater.org,"Arline    Drive, 591",M,German
11275,Ron,Garcia,0-834-205-6763,Ron_Garcia1082@womeona.net,"Thomas Doyle   Hill, 1479",M,Mathematics
11276,Maxwell,Addley,5-031-660-4006,Maxwell_Addley6155@mafthy.com,"Aylward   Avenue, 4927",M,French
11277,Elijah,Avery,1-753-273-8266,Elijah_Avery4730@ubusive.com,"Angela   Crossroad, 9852",M,Economics
11278,Aiden,Donovan,6-654-860-5177,Aiden_Donovan9888@yahoo.com,"Colombo   Street, 8453",M,Physical Education
11279,Julius,Cameron,6-201-255-4700,Julius_Cameron7103@atink.com,"Arbutus   Street, 9896",M,Mathematics
11280,Tara,Oldfield,1-884-205-1504,Tara_Oldfield8149@nickia.com,"Oxford Grove, 5875",F,Health
11281,Domenic,Jordan,2-662-800-7806,Domenic_Jordan3199@twipet.com,"Clyde Tunnel, 746",M,Art
11282,Sabrina,Rycroft,2-058-436-3460,Sabrina_Rycroft9648@sveldo.biz,"Beaconsfield  Vale, 2172",F,Ancient Civilizations
11283,Rick,Emmott,5-874-341-4663,Rick_Emmott3662@naiker.biz,"Howard Pass, 1537",M,Ancient Civilizations
11284,Zara,Yang,4-363-151-7456,Zara_Yang4174@deons.tech,"Dunton  Road, 7754",F,Leadership
11285,Trisha,Hilton,7-055-273-0783,Trisha_Hilton3596@hourpy.biz,"Balham   Way, 889",F,Sociology
11286,William,Weston,2-168-636-3827,William_Weston6547@gompie.com,"Chatfield  Boulevard, 1034",M,LOGIC
11287,Carina,Veale,5-530-233-6288,Carina_Veale5620@liret.org,"Queen Crossroad, 8322",F,Trigonometry
11288,Johnathan,Phillips,7-646-242-8321,Johnathan_Phillips3331@zorer.org,"Caldwell   Hill, 4289",M,Physical Education
11289,Aisha,Rixon,6-370-204-2022,Aisha_Rixon103@sveldo.biz,"Carol   Lane, 7805",F,Art
11290,Dasha,Weldon,7-572-383-3613,Dasha_Weldon3671@extex.org,"Chestnut  Boulevard, 7418",F,Design and technology
11291,Felicity,Sherwood,2-082-675-5441,Felicity_Sherwood2363@extex.org,"Amwell    Pass, 339",F,Latin
11292,Sage,Ulyatt,3-075-164-0603,Sage_Ulyatt2494@extex.org,"Elba  Avenue, 8632",F,Trigonometry
11293,Ron,Kennedy,1-621-025-6683,Ron_Kennedy7153@qater.org,"Thoresby   Road, 550",M,Speech
11294,David,Cadman,7-378-022-1838,David_Cadman4526@sveldo.biz,"Bell    Boulevard, 6269",M,Leadership
11295,Chuck,Turner,8-004-164-7288,Chuck_Turner5640@atink.com,"Blackheath   Boulevard, 4387",M,Handwriting
11296,Bryon,Andersson,7-532-676-3146,Bryon_Andersson1371@jiman.org,"Chandos  Boulevard, 7679",M,LOGIC
11297,Samara,Wheeler,6-387-868-1303,Samara_Wheeler6381@naiker.biz,"Parkfields Grove, 6469",F,Ancient Civilizations
11298,Julian,Knott,0-423-758-6614,Julian_Knott5504@nanoff.biz,"Ellerslie Tunnel, 4003",M,Grammar
11299,Boris,Nayler,7-334-458-1146,Boris_Nayler600@extex.org,"Erindale Lane, 7242",M,Leadership
11300,Matt,Addison,6-880-511-2856,Matt_Addison9855@atink.com,"Boldero   Road, 8919",M,Mathematics
11301,Aurelia,Pearce,4-664-133-6860,Aurelia_Pearce7223@brety.org,"Berriman  Grove, 4298",F,LOGIC
11302,Matthew,Boyle,2-780-737-7460,Matthew_Boyle9338@infotech44.tech,"Garfield Tunnel, 2012",M,Ancient Civilizations
11303,Bryce,Stark,8-862-315-4444,Bryce_Stark3386@nickia.com,"Fieldstone Crossroad, 7837",F,English IV
11304,Camila,Lambert,3-887-681-2736,Camila_Lambert9571@bretoux.com,"East Crossroad, 1984",F,Ancient Civilizations
11305,Josephine,Shepherd,0-145-283-3107,Josephine_Shepherd2887@brety.org,"Victorian  Road, 8043",F,Speech
11306,Jack,Farrant,6-073-380-5586,Jack_Farrant2106@irrepsy.com,"Coleman  Pass, 4306",M,Economics
11307,Julian,Moore,5-386-567-3360,Julian_Moore8541@twace.org,"Sundown Vale, 6639",M,Design and technology
11308,Luke,Wilcox,5-100-222-3211,Luke_Wilcox7079@elnee.tech,"Bolingbroke  Rue, 9289",M,Instrumental Music
11309,Maxwell,Hall,2-153-305-6848,Maxwell_Hall3086@infotech44.tech,"Bishop   Street, 8387",M,Basic Math
11310,Adeline,Utterson,0-581-623-6417,Adeline_Utterson2258@muall.tech,"Beaumont  Drive, 4729",F,Design and technology
11311,Ivy,Neal,2-513-304-0146,Ivy_Neal6455@nanoff.biz,"Meadow Way, 6962",F,Trigonometry
11312,Ethan,London,4-310-362-3732,Ethan_London8728@joiniaa.com,"Battis   Lane, 7253",M,History
11313,Maggie,Wright,3-505-403-6423,Maggie_Wright4998@gompie.com,"Bacton   Tunnel, 9963",F,Leadership
11314,Barry,Eddison,2-046-646-8435,Barry_Eddison2047@supunk.biz,"Egerton  Pass, 1658",M,LOGIC
11315,Mabel,Stanton,3-173-785-6318,Mabel_Stanton7538@bungar.biz,"St. Jamess  Way, 5211",F,Accounting
11316,Owen,Salt,0-872-164-7725,Owen_Salt3166@twace.org,"Monroe Drive, 6253",M,Design and technology
11317,Valentina,Rees,0-154-481-5610,Valentina_Rees2529@naiker.biz,"Blackwall  Vale, 691",F,Speech
11318,Cara,Oatway,5-833-725-8370,Cara_Oatway5755@gompie.com,"Cloth  Pass, 2058",F,Accounting
11319,Ada,Driscoll,1-050-356-5223,Ada_Driscoll9118@acrit.org,"Arbutus   Tunnel, 2372",F,Health
11320,Rufus,Bowen,2-386-123-7284,Rufus_Bowen8225@deavo.com,"Gautrey  Crossroad, 7965",M,Physical Education
11321,Josh,White,0-465-154-8700,Josh_White8266@elnee.tech,"Edwin   Pass, 6302",M,American Literature
11322,Erin,Knight,0-380-583-3520,Erin_Knight6232@joiniaa.com,"Camberwell  Crossroad, 1882",F,Art
11323,Emma,Clayton,3-738-251-1823,Emma_Clayton5367@muall.tech,"Kinglake  Vale, 8608",F,Dramatics
11324,Maddison,Williams,1-781-057-3315,Maddison_Williams4230@naiker.biz,"Castlereagh   Grove, 4542",F,English IV
11325,Rosemary,Wright,5-860-616-2330,Rosemary_Wright8298@gmail.com,"Clavell   Alley, 5306",F,History
11326,Monica,Eddison,5-161-726-3423,Monica_Eddison8280@eirey.tech,"Arundel   Crossroad, 1532",F,History
11327,Camden,Rogan,8-655-343-8201,Camden_Rogan9924@grannar.com,"Howard Walk, 15",F,Design and technology
11328,Anthony,Foxley,8-150-162-3685,Anthony_Foxley801@vetan.org,"Bingham   Grove, 1732",M,Ancient Civilizations
11329,Nate,Ogilvy,1-117-640-1134,Nate_Ogilvy2345@tonsy.org,"Elia   Hill, 9844",M,Basic Math
11330,Kendra,Lloyd,5-158-833-7440,Kendra_Lloyd6118@elnee.tech,"Cheney  Road, 3916",F,Ancient Civilizations
11331,Natalie,Bullock,4-507-368-1800,Natalie_Bullock2249@bungar.biz,"Collingwood  Drive, 5844",F,Grammar
11332,Sofia,Hamilton,6-745-614-5385,Sofia_Hamilton9425@ubusive.com,"Elf  Avenue, 5583",F,French
11333,Marissa,Wood,4-383-420-7250,Marissa_Wood4472@bulaffy.com,"Howard Walk, 5616",F,Speech
11334,Francesca,Higgs,4-132-544-0724,Francesca_Higgs2964@nimogy.biz,"Garfield Grove, 4986",F,History
11335,Tyson,Fox,1-254-326-8771,Tyson_Fox249@famism.biz,"Maple Street, 5731",M,Spanish
11336,Benny,Fowler,3-341-162-0834,Benny_Fowler9834@typill.biz,"Bletchley   Lane, 8446",M,Sociology
11337,Enoch,Rust,0-332-512-8131,Enoch_Rust8617@fuliss.net,"Apollo  Crossroad, 311",M,Sociology
11338,Domenic,Archer,7-450-262-6265,Domenic_Archer7878@bauros.biz,"Adelaide  Road, 2048",M,Dramatics
11339,Roger,Seymour,7-031-740-7385,Roger_Seymour3834@deons.tech,"Elystan  Lane, 7458",M,Ancient Civilizations
11340,Nancy,Norman,7-650-237-7450,Nancy_Norman3105@naiker.biz,"Maple Grove, 2597",F,Physical Education
11341,Dorothy,Daniells,7-683-511-4510,Dorothy_Daniells1259@ovock.tech,"Caedmon  Boulevard, 7032",F,Earth Science
11342,Brad,Powell,8-340-214-4282,Brad_Powell7473@twipet.com,"Bective  Road, 6889",M,Dramatics
11343,Angel,Rycroft,7-481-780-5770,Angel_Rycroft9489@bungar.biz,"Kimberley  Boulevard, 3950",F,English IV
11344,Mason,Asher,3-173-503-0388,Mason_Asher5834@iatim.tech,"Wakley   Lane, 5580",M,Physical Education
11345,Sylvia,Kelly,3-017-306-2321,Sylvia_Kelly118@supunk.biz,"Beechen  Tunnel, 2056",F,Sociology
11346,Cristal,Khan,4-813-263-7387,Cristal_Khan2918@famism.biz,"Kimberley  Alley, 5719",F,Basic Math
11347,Owen,Heaton,0-665-266-3023,Owen_Heaton6180@supunk.biz,"Sherwood  Street, 626",M,Modern Literature
11348,Nicholas,Dillon,8-226-351-5287,Nicholas_Dillon1131@hourpy.biz,"Chester  Street, 3780",M,Geography
11349,Tess,Woodcock,3-646-588-4126,Tess_Woodcock3253@jiman.org,"Coal Wharf  Route, 5129",F,LOGIC
11350,Caleb,Clifton,7-354-548-6582,Caleb_Clifton6172@infotech44.tech,"Enford   Rue, 7420",M,Health
11351,Alan,King,0-507-527-7818,Alan_King1801@sheye.org,"Rosewood Boulevard, 9559",M,Geography
11352,Greta,Savage,4-246-256-6714,Greta_Savage2824@mafthy.com,"Bermondsey    Pass, 5518",F,Handwriting
11353,Marvin,Mitchell,6-623-103-7751,Marvin_Mitchell2888@twipet.com,"Walnut Boulevard, 4898",M,History
11354,Charlotte,Flack,1-048-165-3402,Charlotte_Flack8016@fuliss.net,"Rail Hill, 2316",F,Geography
11355,Nathan,Saunders,8-528-213-0564,Nathan_Saunders522@brety.org,"Comet House  Pass, 8168",M,Modern Literature
11356,Dakota,Richards,3-484-267-2710,Dakota_Richards7135@sveldo.biz,"Birkbeck  Grove, 1647",F,LOGIC
11357,Sebastian,Vince,7-376-227-3602,Sebastian_Vince6407@vetan.org,"Parkfield  Road, 4170",M,Handwriting
11358,Michael,Casey,7-533-532-5516,Michael_Casey5007@yahoo.com,"Canning  Street, 1142",M,Handwriting
11359,Matt,Lambert,0-170-463-6370,Matt_Lambert6959@womeona.net,"Gavel   Walk, 3934",M,Speech
11360,Kaylee,Moran,0-841-587-2688,Kaylee_Moran5299@infotech44.tech,"Battis   Grove, 5650",F,Leadership
11361,Denis,Grey,2-267-453-6235,Denis_Grey4762@deons.tech,"Wake  Tunnel, 3116",M,Latin
11362,Eden,Parsons,5-711-523-7142,Eden_Parsons6916@qater.org,"Billing  Way, 8051",F,Geography
11363,Chad,Cooper,3-520-761-2217,Chad_Cooper2821@kideod.biz,"Caldwell   Route, 5719",M,Design and technology
11364,Makenzie,Hood,1-737-215-4574,Makenzie_Hood1191@zorer.org,"Westbourne Tunnel, 7987",F,Accounting
11365,Javier,Robinson,7-333-321-2617,Javier_Robinson3872@nimogy.biz,"Boldero   Crossroad, 9771",M,Speech
11366,Michael,Davies,6-221-531-6428,Michael_Davies8916@bretoux.com,"Chapel  Route, 9374",M,Resource Program
11367,Lana,Adams,8-666-183-7707,Lana_Adams6225@hourpy.biz,"Pine Alley, 1336",F,Instrumental Music
11368,Tyler,Thompson,1-884-383-0876,Tyler_Thompson1059@irrepsy.com,"Woodland Hill, 6081",M,Ancient Civilizations
11369,Angelina,Lunt,6-112-422-7100,Angelina_Lunt3880@typill.biz,"Collent   Crossroad, 7349",F,Instrumental Music
11370,Stella,Dubois,8-104-325-4732,Stella_Dubois3016@cispeto.com,"Andsell    Pass, 8257",F,Spanish
11371,Tony,Graves,6-766-506-7154,Tony_Graves7831@nanoff.biz,"Clissold  Drive, 766",M,American Literature
11372,Boris,Morrow,2-560-220-8083,Boris_Morrow8269@grannar.com,"Coley  Grove, 3099",M,Health
11373,Denis,Davies,5-674-366-6464,Denis_Davies4004@ovock.tech,"Chester  Vale, 125",M,English IV
11374,Mary,Alcroft,1-608-544-6838,Mary_Alcroft8910@iatim.tech,"Sundown Lane, 8533",F,Latin
11375,Ciara,Redwood,4-173-562-2132,Ciara_Redwood2184@nimogy.biz,"Udall   Road, 8290",F,Accounting
11376,Wade,Simpson,4-254-262-1033,Wade_Simpson3161@typill.biz,"Blendon    Hill, 1554",M,Modern Literature
11377,Darlene,Ripley,7-056-827-0022,Darlene_Ripley863@nanoff.biz,"Cloth  Crossroad, 2352",F,History
11378,Angela,Tailor,0-888-774-6063,Angela_Tailor9324@cispeto.com,"Clissold  Street, 163",F,Mathematics
11379,Luke,Allen,0-102-556-8567,Luke_Allen2955@ubusive.com,"Blue Anchor  Vale, 7145",M,Modern Literature
11380,Bryon,Jenkin,8-581-525-1074,Bryon_Jenkin5869@fuliss.net,"Heritage Walk, 8318",M,History
11381,Judith,Dale,3-845-100-2030,Judith_Dale733@naiker.biz,"Battersea   Hill, 1788",F,Latin
11382,Janelle,Weldon,4-836-253-7072,Janelle_Weldon4986@mafthy.com,"Bellenden  Rue, 3638",F,Economics
11383,Rose,Camden,0-434-182-5527,Rose_Camden8282@famism.biz,"Falconberg   Drive, 1602",F,LOGIC
11384,Tess,Sanchez,8-465-148-7541,Tess_Sanchez3954@naiker.biz,"Bagford   Route, 9434",F,Leadership
11385,Penelope,Snow,4-446-456-1557,Penelope_Snow9147@corti.com,"Endsleigh  Drive, 7152",F,Modern Literature
11386,Bryon,Coll,0-763-235-1666,Bryon_Coll5952@tonsy.org,"Vintners  Road, 2095",M,Speech
11387,Peyton,Hunter,8-724-243-2202,Peyton_Hunter7665@supunk.biz,"Abbotswell  Rue, 8253",F,Music
11388,Gina,Powell,7-702-258-4035,Gina_Powell1073@liret.org,"Cavell   Drive, 3799",F,Art
11389,Elijah,Grady,4-647-703-3635,Elijah_Grady1696@iatim.tech,"Chestnut  Drive, 2276",M,Art
11390,Sadie,Harris,1-665-136-4223,Sadie_Harris8527@extex.org,"Adelaide  Street, 5882",F,Ecology
11391,Rosie,Alldridge,3-088-588-1700,Rosie_Alldridge7469@jiman.org,"Bales  Drive, 7944",F,Trigonometry
11392,Martin,Sawyer,3-012-566-5642,Martin_Sawyer8803@vetan.org,"Spruce Rue, 7191",M,Earth Science
11393,Boris,Clarke,4-230-611-7278,Boris_Clarke9463@tonsy.org,"Bond Drive, 7823",M,Art
11394,Barry,Rogers,1-467-533-0401,Barry_Rogers8980@muall.tech,"Blackall   Walk, 8159",M,Spanish
11395,George,Thatcher,3-538-376-8052,George_Thatcher5205@sheye.org,"Meadow Pass, 6769",M,Geography
11396,Maria,Bailey,7-770-401-8305,Maria_Bailey6576@nickia.com,"Tiptree   Drive, 3624",F,History
11397,Selena,Tailor,3-483-740-1878,Selena_Tailor6862@twace.org,"St. Pauls  Walk, 5153",F,Spanish
11398,Rufus,Cobb,6-457-157-2271,Rufus_Cobb2241@mafthy.com,"Bayberry Boulevard, 9096",M,Health
11399,Javier,Ring,3-268-421-7036,Javier_Ring1427@nanoff.biz,"Virginia Drive, 2565",M,Language Arts
11400,Jocelyn,Savage,5-064-484-5111,Jocelyn_Savage3401@atink.com,"Virginia Tunnel, 9782",F,Earth Science
11401,Martin,Stuart,2-430-373-5186,Martin_Stuart9505@fuliss.net,"Tiptree   Tunnel, 9423",M,Art
11402,Hanna,Crawley,7-157-036-2515,Hanna_Crawley5757@acrit.org,"Coalecroft  Hill, 3324",F,American Literature
11403,Livia,Lunt,0-243-148-0358,Livia_Lunt9304@liret.org,"Boadicea   Boulevard, 8127",F,Mathematics
11404,Oliver,Ashley,4-603-536-5172,Oliver_Ashley5916@twipet.com,"Tiptree   Crossroad, 757",M,Spanish
11405,Matthew,Rees,2-555-182-4065,Matthew_Rees5105@gompie.com,"Bayberry Hill, 4586",M,Ecology
11406,Darlene,Bright,2-663-853-6744,Darlene_Bright8644@twace.org,"Vincent  Vale, 3924",F,Ecology
11407,Chad,Bloom,0-050-622-5337,Chad_Bloom4478@typill.biz,"Bond Lane, 9829",M,Sociology
11408,Rocco,Dubois,2-205-323-0286,Rocco_Dubois8493@ubusive.com,"Epworth  Way, 223",M,Science
11409,Percy,Carpenter,4-163-222-3320,Percy_Carpenter6187@bretoux.com,"Carol   Crossroad, 5824",M,History
11410,Vicky,Cameron,1-305-462-8088,Vicky_Cameron7082@nickia.com,"Camden  Vale, 3495",F,American Literature
11411,Javier,Lewin,7-552-036-3783,Javier_Lewin2250@gompie.com,"Glenwood Rue, 6357",M,Resource Program
11412,Chuck,Brown,3-318-506-2110,Chuck_Brown7228@guentu.biz,"Virginia Pass, 4288",M,Physical Education
11413,Caleb,Kent,2-044-033-6323,Caleb_Kent1918@gembat.biz,"Andsell    Boulevard, 5163",M,Mathematics
11414,Payton,Eagle,5-724-608-1432,Payton_Eagle4509@bungar.biz,"Camley   Boulevard, 6192",F,Earth Science
11415,Mark,Donnelly,7-764-663-8008,Mark_Donnelly5091@bretoux.com,"Caldwell   Street, 2145",M,Ancient Civilizations
11416,Audrey,Payne,8-816-238-8877,Audrey_Payne7199@nimogy.biz,"Chancellor  Drive, 6127",F,Art
11417,Amelia,Smith,3-228-541-3412,Amelia_Smith8223@fuliss.net,"Woodland Drive, 5352",F,Ancient Civilizations
11418,Russel,Bennett,1-207-572-5038,Russel_Bennett9511@gembat.biz,"Comet House  Way, 8462",M,Health
11419,Denis,Knight,4-648-680-0158,Denis_Knight719@jiman.org,"Blenkarne  Alley, 2193",M,Art
11420,Piper,Casey,3-627-723-6865,Piper_Casey6076@womeona.net,"Timothy  Hill, 5822",F,Latin
11421,Rihanna,Blackwall,7-707-824-5560,Rihanna_Blackwall9389@nimogy.biz,"Chatsworth  Drive, 1931",F,LOGIC
11422,Carol,Villiger,1-724-644-5208,Carol_Villiger6994@jiman.org,"Bacon  Crossroad, 2629",F,LOGIC
11423,Alexander,Hewitt,3-056-764-3700,Alexander_Hewitt5317@twace.org,"Bedford  Drive, 7685",M,German
11424,Ellen,Windsor,3-502-331-8006,Ellen_Windsor8380@ubusive.com,"Amwell    Walk, 7133",F,Design and technology
11425,Kieth,Vangness,3-871-187-4561,Kieth_Vangness8584@dionrab.com,"Boleyn  Route, 4850",M,Ancient Civilizations
11426,Lillian,Zaoui,7-026-771-0528,Lillian_Zaoui9868@bauros.biz,"King Rue, 2179",F,History
11427,Alessandra,Carter,4-258-273-2344,Alessandra_Carter5765@naiker.biz,"Queen Lane, 5428",F,English IV
11428,Carla,Hogg,8-327-286-2317,Carla_Hogg1461@yahoo.com,"Meadow Pass, 7715",F,Earth Science
11429,Harvey,Ring,2-633-837-6582,Harvey_Ring6053@extex.org,"Blake  Crossroad, 2969",M,Design and technology
11430,Caydence,Adams,0-363-611-6672,Caydence_Adams8463@vetan.org,"Calderwood   Rue, 8820",F,Mathematics
11431,Daniel,Russell,6-254-077-4558,Daniel_Russell1459@zorer.org,"Capeners  Grove, 6862",M,Sociology
11432,Ron,Umney,7-106-371-3543,Ron_Umney7590@gmail.com,"Virginia Alley, 1037",M,Language Arts
11433,Leroy,Lewis,1-126-642-1412,Leroy_Lewis2378@nimogy.biz,"Ben   Alley, 5900",M,Speech
11434,Ivy,Power,8-053-482-5048,Ivy_Power4152@vetan.org,"Blue Anchor  Road, 7262",F,Speech
11435,Iris,Ianson,1-304-620-4002,Iris_Ianson5856@liret.org,"Addison  Alley, 6545",F,History
11436,Doug,Irving,3-637-020-7606,Doug_Irving7350@qater.org,"Angrave    Pass, 5633",M,Instrumental Music
11437,Leroy,Latham,8-357-348-0637,Leroy_Latham9709@vetan.org,"West Way, 6471",M,Dramatics
11438,Elle,Wellington,3-047-333-0437,Elle_Wellington7145@grannar.com,"Rivervalley Route, 7519",F,Accounting
11439,Lucy,Ellis,8-576-200-8115,Lucy_Ellis2728@joiniaa.com,"Elba  Tunnel, 1432",F,Art
11440,Harry,Mcgee,2-802-032-8683,Harry_Mcgee8483@qater.org,"Coalecroft  Avenue, 6466",M,German
11441,Alan,Furnell,2-123-171-5065,Alan_Furnell5349@typill.biz,"Blue Anchor  Rue, 8001",M,German
11442,Kirsten,Chadwick,4-223-516-4876,Kirsten_Chadwick3621@typill.biz,"Cloth  Pass, 8384",F,Design and technology
11443,Dasha,Whittle,6-162-067-7586,Dasha_Whittle3506@atink.com,"Pine Lane, 9931",F,Earth Science
11444,Freya,Farrow,1-881-068-8620,Freya_Farrow7915@brety.org,"Berry  Vale, 5603",F,Ecology
11445,Anthony,Wellington,2-780-517-7738,Anthony_Wellington7327@nanoff.biz,"Walnut Street, 7100",M,Modern Literature
11446,Irene,Sheldon,7-655-306-3801,Irene_Sheldon4027@irrepsy.com,"Cecilia  Alley, 9971",F,English IV
11447,Alba,Dwyer,8-710-518-7843,Alba_Dwyer550@sheye.org,"Camelot   Alley, 3299",F,Science
11448,Tony,Fulton,8-272-661-6865,Tony_Fulton8293@sheye.org,"King Lane, 4763",M,LOGIC
11449,Mavis,Price,8-563-630-6612,Mavis_Price9362@deavo.com,"Besson  Hill, 3782",F,LOGIC
11450,Harriet,Seymour,8-772-831-7832,Harriet_Seymour3639@hourpy.biz,"Canal  Pass, 403",F,Handwriting
11451,Kendra,Watson,2-528-083-0603,Kendra_Watson9632@kideod.biz,"Sherwood  Walk, 9167",F,Accounting
11452,Rocco,Tyler,6-605-707-3670,Rocco_Tyler6875@deons.tech,"Spruce Street, 5688",M,Design and technology
11453,Holly,Kennedy,1-373-308-1723,Holly_Kennedy2975@liret.org,"Cleveland  Walk, 2222",F,Sociology
11454,Jazmin,Riley,0-132-325-3764,Jazmin_Riley9706@famism.biz,"Clifton  Route, 1524",F,Ecology
11455,Rocco,Mullins,7-453-713-3064,Rocco_Mullins3011@extex.org,"Elystan  Street, 5297",M,Modern Literature
11456,Lucas,Gonzales,0-482-183-0168,Lucas_Gonzales7226@grannar.com,"Yoakley Rue, 7279",M,Ecology
11457,Kenzie,Walsh,7-086-031-5042,Kenzie_Walsh4246@elnee.tech,"Bush  Drive, 6812",F,Health
11458,Chuck,Walsh,7-055-404-7246,Chuck_Walsh2506@sheye.org,"Vincent  Avenue, 9688",M,Leadership
11459,Lexi,Weatcroft,0-252-026-0776,Lexi_Weatcroft1774@brety.org,"Ellerman   Drive, 3463",F,Trigonometry
11460,Phillip,Locke,7-841-544-6356,Phillip_Locke7352@hourpy.biz,"Ashley Walk, 9972",M,English IV
11461,Juliet,Kennedy,3-600-034-5541,Juliet_Kennedy5812@iatim.tech,"Zealand Boulevard, 1333",F,Physical Education
11462,Peyton,Denton,3-283-811-3726,Peyton_Denton8055@dionrab.com,"East Street, 4839",F,Trigonometry
11463,Daniel,Bloom,7-051-144-7188,Daniel_Bloom6237@elnee.tech,"Maple Avenue, 158",M,German
11464,Nate,Wright,6-236-581-5075,Nate_Wright3110@eirey.tech,"Clifton  Vale, 3558",M,Health
11465,Fred,Woodcock,5-371-536-4448,Fred_Woodcock5718@typill.biz,"Antrobus   Crossroad, 2416",M,Speech
11466,Nate,Mullins,1-022-133-5344,Nate_Mullins6337@naiker.biz,"Railroad Crossroad, 5826",M,Design and technology
11467,Marissa,Crawford,4-366-342-1801,Marissa_Crawford3661@jiman.org,"Birkenhead   Tunnel, 5767",F,Economics
11468,Denny,Potts,1-838-088-5760,Denny_Potts9116@yahoo.com,"Dyott   Pass, 5086",M,Language Arts
11469,Estrella,Lloyd,3-332-455-0644,Estrella_Lloyd814@gmail.com,"Boadicea   Route, 3468",F,Ancient Civilizations
11470,Nicholas,Thomas,1-204-285-0260,Nicholas_Thomas3177@jiman.org,"Sundown Hill, 9725",M,Ecology
11471,Luke,Davies,0-247-513-1633,Luke_Davies7170@deons.tech,"Blackwall  Alley, 3386",M,Music
11472,Thea,Strong,3-646-067-3180,Thea_Strong8995@typill.biz,"Birkin   Road, 5686",F,Dramatics
11473,Lexi,Cartwright,4-355-134-5726,Lexi_Cartwright4318@deavo.com,"Durham Hill, 9954",F,Earth Science
11474,Scarlett,Whinter,5-427-220-6167,Scarlett_Whinter7451@yahoo.com,"Chester      Boulevard, 8977",F,Design and technology
11475,Mark,Baldwin,2-524-034-5503,Mark_Baldwin6876@sveldo.biz,"Wadham  Lane, 2902",M,Spanish
11476,Lana,Reid,6-486-661-0850,Lana_Reid2574@famism.biz,"Fairview Walk, 9882",F,Sociology
11477,Renee,Norman,5-640-803-5301,Renee_Norman8571@zorer.org,"Bacon  Vale, 4102",F,Ancient Civilizations
